Content,EventTemplate,IsInTrain,Dataset,ZsMistralExtractedTemplate,FsMistralExtractedTemplate,FTMistralExtractedTemplate,ZSGPT4ExtractedTemplate,FSGPT4ExtractedTemplate
ciod: Z coordinate 32 exceeds physical dimension 32 at line 33 of node map file /p/gb2/pakin1/contention-32768cpes-torus/xyzt-1x1x32768x1.map,ciod: Z coordinate <*> exceeds physical dimension <*> at line <*> of node map file <*>,no-FT,BGL,<*> exceeds physical dimension 32 at line 33 of node map file /p/gb2/pakin1/contention-32768cpes-torus/xyzt-1x1x32768x1.map,ciod: Z coordinate <*> exceeds physical dimension <*> at line <*> of node map file <*>,ciod: Z coordinate <*> exceeds physical dimension <*> at line <*> of node map file <*>,ciod: Z coordinate <*> exceeds physical dimension <*> at line <*> of node map file <*>,ciod: Z coordinate <*> exceeds physical dimension <*> at line <*> of node map file <*>
[client 222.166.160.184] Directory index forbidden by rule: /var/www/html/,[client <*>] Directory index forbidden by rule: <*>,yes,Apache,[client 222.166.160.184] Directory index forbidden by rule: /var/www/html/,[client 222.166.160.184] Directory index forbidden by rule: /var/www/html/Extracted template: [client <*>] Directory index forbidden by rule: <*><,[client <*>] Directory index forbidden by rule: <*>,[client <*>] Directory index forbidden by rule: <*>,[client <*>] Directory index forbidden by rule: <*>
[client 218.76.139.20] Directory index forbidden by rule: /var/www/html/,[client <*>] Directory index forbidden by rule: <*>,yes,Apache,[client <*>] Directory index forbidden by rule: <*>,[client 218.76.139.20] Directory index forbidden by rule: /var/www/html/Extracted template: [client <*>] Directory index forbidden by rule: <*><|im_,[client <*>] Directory index forbidden by rule: <*>,[client <*>] Directory index forbidden by rule: <*>,[client <*>] Directory index forbidden by rule: <*>
[client 208.51.151.210] Directory index forbidden by rule: /var/www/html/,[client <*>] Directory index forbidden by rule: <*>,yes,Apache,[client <*>] Directory index forbidden by rule: <*>,[client 208.51.151.210] Directory index forbidden by rule: /var/www/html/Extracted template: [client <*>] Directory index forbidden by rule: <*><|im,[client <*>] Directory index forbidden by rule: <*>,[client <*>] Directory index forbidden by rule: <*>,[client <*>] Directory index forbidden by rule: <*>
"ciod: Error loading /g/g0/spelce1/Tuned/SPaSM-base/rundir/SPaSM.baseline: invalid or missing program image, Permission denied","ciod: Error loading <*>: invalid or missing program image, Permission denied",no-FT,BGL,<*>,"ciod: Error loading /g/g0/spelce1/Tuned/SPaSM-base/rundir/SPaSM.baseline: invalid or missing program image, Permission deniedExtracted template: ciod: Error loading <*> invalid or","ciod: Error loading <*>: invalid or missing program image, Permission denied","ciod: Error loading <*>: invalid or missing program image, Permission denied","ciod: Error loading <*>: invalid or missing program image, Permission denied"
"ciod: Error loading /bgl/apps/followup/SPASM/spasm.254: invalid or missing program image, Permission denied","ciod: Error loading <*>: invalid or missing program image, Permission denied",no-FT,BGL,<*>,"ciod: Error loading /bgl/apps/followup/SPASM/spasm.254: invalid or missing program image, Permission deniedExtracted template: ciod: Error loading <*>: invalid or missing program image, <*><","ciod: Error loading <*>: invalid or missing program image, Permission denied","ciod: Error loading <*>: invalid or missing program image, Permission denied","ciod: Error loading <*>: invalid or missing program image, Permission denied"
"ciod: Error loading /g/g0/spelce1/HPCC_IBM/Urgent/COP/64K/RandomAccess.64R.rts: invalid or missing program image, Permission denied","ciod: Error loading <*>: invalid or missing program image, Permission denied",no-FT,BGL,<*>,"ciod: Error loading /g/g0/spelce1/HPCC_IBM/Urgent/COP/64K/RandomAccess.64R.rts: invalid or missing program image, Permission deniedExtracted template: ciod","ciod: Error loading <*>: invalid or missing program image, Permission denied","ciod: Error loading /<*>/<*>/<*>/<*>/<*>/<*>/<*>: invalid or missing program image, Permission denied","ciod: Error loading <*>: invalid or missing program image, Permission denied"
ciod: LOGIN chdir(/p/gb2/glosli/8M_5000K/t800) failed: No such file or directory,ciod: LOGIN chdir(<*>) failed: No such file or directory,yes,BGL,LOGIN chdir(/p/gb2/glosli/8M_5000K/t800) failed: No such file or directory,ciod: LOGIN chdir(/p/gb2/glosli/8M_5000K/t800) failed: No such file or directoryExtracted template: ciod: LOGIN chdir(<*>) failed: No such file,ciod: LOGIN chdir(<*>) failed: No such file or directory,ciod: LOGIN chdir(<*>) failed: No such file or directory,ciod: LOGIN chdir(<*>) failed: No such file or directory
ciod: LOGIN chdir(pwd) failed: No such file or directory,ciod: LOGIN chdir(<*>) failed: No such file or directory,yes,BGL,<*>,ciod: LOGIN chdir(<*>) failed: No such file or directory,ciod: LOGIN chdir(<*>) failed: No such file or directory,ciod: LOGIN chdir(<*>) failed: No such file or directory,ciod: LOGIN chdir(<*>) failed: No such file or directory
ciod: LOGIN chdir(/home/germann2/BGL-demo) failed: No such file or directory,ciod: LOGIN chdir(<*>) failed: No such file or directory,yes,BGL,<*>,ciod: LOGIN chdir(/home/germann2/BGL-demo) failed: No such file or directoryExtracted template: ciod: LOGIN chdir(<*>) failed: No such file or directory<|im_end|,ciod: LOGIN chdir(<*>) failed: No such file or directory,ciod: LOGIN chdir(/home/<*>/<*>) failed: No such file or directory,ciod: LOGIN chdir(<*>) failed: No such file or directory
ciod: duplicate canonical-rank 31 to logical-rank 0 mapping at line 3 of node map file /p/gb2/pakin1/sweep3d-5x5x400-10mk-3mmi-1024pes-sweep/sweep.map,ciod: duplicate canonical-rank <*> to logical-rank <*> mapping at line <*> of node map file <*>,yes,BGL,<*> at line <*> of node map file <*> mapping at line <*> to logical-rank <*>,ciod: duplicate canonical-rank 31 to logical-rank 0 mapping at line 3 of node map file <*>,ciod: duplicate canonical-rank <*> to logical-rank <*> mapping at line <*> of node map file <*>,ciod: duplicate canonical-rank <*> to logical-rank <*> mapping at line <*> of node map file <*>,ciod: duplicate canonical-rank <*> to logical-rank <*> mapping at line <*> of node map file <*>
ciod: duplicate canonical-rank 31 to logical-rank 0 mapping at line 3 of node map file /p/gb2/pakin1/sweep3d-5x5x400-10mk-3mmi-1024pes-sweep/sweep.map,ciod: duplicate canonical-rank <*> to logical-rank <*> mapping at line <*> of node map file <*>,yes,BGL,<*> at line <*> of node map file <*> mapping at line <*> to logical-rank <*>,ciod: duplicate canonical-rank 31 to logical-rank 0 mapping at line 3 of node map file <*>,ciod: duplicate canonical-rank <*> to logical-rank <*> mapping at line <*> of node map file <*>,ciod: duplicate canonical-rank <*> to logical-rank <*> mapping at line <*> of node map file <*>,ciod: duplicate canonical-rank <*> to logical-rank <*> mapping at line <*> of node map file <*>
ciod: duplicate canonical-rank 31 to logical-rank 0 mapping at line 3 of node map file /p/gb2/pakin1/sweep3d-5x5x400-10mk-3mmi-1024pes-sweep/sweep.map,ciod: duplicate canonical-rank <*> to logical-rank <*> mapping at line <*> of node map file <*>,yes,BGL,<*> at line <*> of node map file <*> mapping at line <*> to logical-rank <*>,ciod: duplicate canonical-rank 31 to logical-rank 0 mapping at line 3 of node map file <*>,ciod: duplicate canonical-rank <*> to logical-rank <*> mapping at line <*> of node map file <*>,ciod: duplicate canonical-rank <*> to logical-rank <*> mapping at line <*> of node map file <*>,ciod: duplicate canonical-rank <*> to logical-rank <*> mapping at line <*> of node map file <*>
Reading snapshot /var/lib/zookeeper/version-2/snapshot.b00000084,Reading snapshot <*>,no-FT,Zookeeper,<*>,Template: Reading snapshot <*>,Reading snapshot <*>,Reading snapshot <*>,Reading snapshot <*>
Reading snapshot /var/lib/zookeeper/version-2/snapshot.b00000084,Reading snapshot <*>,no-FT,Zookeeper,<*>,Template: Reading snapshot <*>,Reading snapshot <*>,Reading snapshot <*>,Reading snapshot <*>
Reading snapshot /var/lib/zookeeper/version-2/snapshot.b00000084,Reading snapshot <*>,no-FT,Zookeeper,<*>,Template: Reading snapshot <*>,Reading snapshot <*>,Reading snapshot <*>,Reading snapshot <*>
"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes (1 KB) sent, 0 bytes (6 KB) received, lifetime 00:01","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>:<*>",no-FT,Proxifier,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes (1 KB) sent, 0 bytes (6 KB) received, lifetime 00:01","proxy.cse.cuhk.edu.hk:5070 close, 0 bytes (1 KB) sent, 0 bytes (6 KB) received, lifetime 00:01Extracted template: proxy.cse.cuh","<*>:<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>","<*>:<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>","<*>:<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>"
"info.pinyin.sogou.com:80 close, 1035 bytes (1.01 KB) sent, 40820 bytes (39.8 KB) received, lifetime 00:30","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>:<*>",no-FT,Proxifier,"<*> close, <*> bytes (<*> KB) sent, <*> bytes (<*> KB) received, lifetime <*>","info.pinyin.sogou.com:80 close, 1035 bytes (1.01 KB) sent, 40820 bytes (39.8 KB) received, lifetime 00:30Extracted template","<*>:<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>","<*>:<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>"
"proxy.cse.cuhk.edu.hk:5070 close, 1359 bytes (1.32 KB) sent, 378 bytes received, lifetime <1 sec","<*> close, <*> bytes (<*>) sent, <*> bytes (<*>) received, lifetime <*>:<*>",no-FT,Proxifier,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes (<*> KB) sent, <*> bytes received, lifetime <1 sec","proxy.cse.cuhk.edu.hk:5070 close, 1359 bytes (1.32 KB) sent, 378 bytes received, lifetime <1 secExtracted template: proxy.cse.cuh","<*>:<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <*> sec","<*>:<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <* sec","<*>:<*> close, <*> bytes (<*>) sent, <*> bytes received, lifetime <* sec"
18507114 torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over 198 seconds,<*> torus sender z- retransmission error(s) (dcr <*>) detected and corrected over <*> seconds,yes,BGL,18507114 torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over 198 seconds,18507114 torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over 198 secondsExtracted template: <*> torus sender <*> retransmission error(s),<*> torus sender z- retransmission error(s) (dcr <*>) detected and corrected over <*> seconds,<*> torus sender z- retransmission error(s) (dcr <*>) detected and corrected over <*> seconds,<*> torus sender <*> retransmission error(s) (dcr <*>) detected and corrected over <*> seconds
26741629 torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over 268 seconds,<*> torus sender z- retransmission error(s) (dcr <*>) detected and corrected over <*> seconds,yes,BGL,26741629 torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over 268 seconds,26741629 torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over 268 secondsExtracted template: <*> torus sender <*> retransmission error(s),<*> torus sender z- retransmission error(s) (dcr <*>) detected and corrected over <*> seconds,<*> torus sender z- retransmission error(s) (dcr 0x<*> detected and corrected over <*> seconds,<*> torus sender <*> retransmission error(s) (dcr <*>) detected and corrected over <*> seconds
26741612 torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over 298 seconds,<*> torus sender z- retransmission error(s) (dcr <*>) detected and corrected over <*> seconds,yes,BGL,26741612 torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over 298 seconds,26741612 torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over 298 secondsExtracted template: <*> torus sender <*> retransmission error(s),<*> torus sender z- retransmission error(s) (dcr <*>) detected and corrected over <*> seconds,<*> torus sender z- retransmission error(s) (dcr <*>) detected and corrected over <*> seconds,<*> torus sender <*> retransmission error(s) (dcr <*>) detected and corrected over <*> seconds
"NFS Mount failed on bglio716, slept 15 seconds, retrying (1)","NFS Mount failed on <*>, slept <*> seconds, retrying (<*>)",yes,BGL,"NFS Mount failed on <*> , slept 15 seconds, retrying (<*> )","NFS Mount failed on bglio716, slept 15 seconds, retrying (1)Extracted template: NFS Mount failed on <*> (<*>), slept <*> seconds, retrying (<*>))<|im_end|","NFS Mount failed on <*>, slept <*> seconds, retrying (<*>)","NFS Mount failed on <*>, slept <*> seconds, retrying (<*>)","NFS Mount failed on <*>, slept <*> seconds, retrying (<*>)"
"NFS Mount failed on bglio796, slept 15 seconds, retrying (1)","NFS Mount failed on <*>, slept <*> seconds, retrying (<*>)",yes,BGL,"NFS Mount failed on <*> , slept 15 seconds, retrying (<*> )","NFS Mount failed on bglio796, slept 15 seconds, retrying (1)Extracted template: NFS Mount failed on <*> (<*>), slept <*> seconds, retrying (<*>))<|im_end|","NFS Mount failed on <*>, slept <*> seconds, retrying (<*>)","NFS Mount failed on <*>, slept <*> seconds, retrying (<*>)","NFS Mount failed on <*>, slept <*> seconds, retrying (<*>)"
"NFS Mount failed on bglio91, slept 15 seconds, retrying (1)","NFS Mount failed on <*>, slept <*> seconds, retrying (<*>)",yes,BGL,"NFS Mount failed on <*> , slept 15 seconds, retrying (<*> )","NFS Mount failed on bglio91, slept 15 seconds, retrying (1)Extracted template: NFS Mount failed on <*> (<*>), slept <*> seconds, retrying (<*>))","NFS Mount failed on <*>, slept <*> seconds, retrying (<*>)","NFS Mount failed on <*>, slept <*> seconds, retrying (<*>)","NFS Mount failed on <*>, slept <*> seconds, retrying (<*>)"
rts: bad message header: expecting type 57 instead of type 3 (softheader=00131db8 81aa0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007,rts: bad message header: expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>,yes,BGL,<*>,rts: bad message header: expecting type 57 instead of type 3 (softheader=00131db8 81aa0003 00000002 00000000) PSR0=0,rts: bad message header: expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*><|im,rts: bad message header: expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>,rts: bad message header: expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>
rts: bad message header: expecting type 57 instead of type 3 (softheader=00131db8 81aa0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007,rts: bad message header: expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>,yes,BGL,<*>,rts: bad message header: expecting type 57 instead of type 3 (softheader=00131db8 81aa0003 00000002 00000000) PSR0=0,rts: bad message header: expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*><|im,rts: bad message header: expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>,rts: bad message header: expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>
rts: bad message header: expecting type 57 instead of type 3 (softheader=00131db8 81aa0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007,rts: bad message header: expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>,yes,BGL,<*>,rts: bad message header: expecting type 57 instead of type 3 (softheader=00131db8 81aa0003 00000002 00000000) PSR0=0,rts: bad message header: expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*><|im,rts: bad message header: expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>,rts: bad message header: expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>
"critical input interrupt (unit=0x0b bit=0x0a): warning for torus z+ wire, suppressing further interrupts of same type","critical input interrupt (unit=<*> bit=<*>): warning for torus z+ wire, suppressing further interrupts of same type",yes,BGL,"critical input interrupt (unit=0x0b bit=0x0a): warning for torus z+ wire, suppressing further interrupts of same type","critical input interrupt (unit=0x0b bit=0x0a): warning for torus z+ wire, suppressing further interrupts of same typeExtracted template: critical input interrupt (unit=<*>, bit=<*>): warning for torus z+","critical input interrupt (unit=<*> bit=<*>): warning for torus z+ wire, suppressing further interrupts of same type","critical input interrupt (unit=<*> bit=<*>): warning for torus <*> wire, suppressing further interrupts of same type","critical input interrupt (unit=<*> bit=<*>): warning for torus z+ wire, suppressing further interrupts of same type"
